id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
167,yes,adult,528255,37,100,30,normal,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,none,more_1_liter,,absent,distend_small,65,7.9,,,1,yes,7111,0,0,no
168,yes,adult,529544,38.2,80,40,cool,,,less_3_sec,,hypomotile,,slight,none,,,,42,4.9,clear,,1,yes,2208,0,0,yes
169,yes,adult,5290561,36.5,,18,cool,normal,normal_pink,less_3_sec,alert,absent,none,slight,more_1_liter,5.3,,other,45,6,,,1,no,2204,0,0,no
170,yes,adult,534085,38.4,98,40,warm,normal,bright_red,more_3_sec,severe_pain,hypomotile,moderate,none,more_1_liter,2,absent,distend_large,55,79,serosanguious,1,0,yes,3208,0,0,no
171,no,adult,534872,,40,24,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,none,,normal,,34,7.7,cloudy,1.7,1,yes,0,0,0,no
172,no,adult,528600,,38,10,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,none,none,,normal,distend_small,52,4.9,,,0,yes,2544,0,0,no
173,no,adult,534917,39.4,94,34,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,,,,,49,5,,,1,no,0,0,0,no
174,yes,adult,529756,,44,80,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,none,,less_1_liter,,decreased,normal,52,8.5,,,1,yes,26474,0,0,no
175,yes,adult,529267,38.1,88,,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,,none,,normal,distend_large,,6.6,cloudy,1.3,1,yes,3111,0,0,yes
176,yes,adult,528444,37,58,26,cool,normal,normal_pink,less_3_sec,severe_pain,hypomotile,slight,none,none,,,,33,7.6,serosanguious,,1,no,3205,0,0,yes
177,no,adult,527617,38.3,68,28,cool,_RARE_,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.5,absent,distend_large,58,5,cloudy,2,0,yes,7111,0,0,yes
178,no,adult,529501,38.5,40,16,normal,normal,normal_pink,less_3_sec,alert,normal,none,none,none,,normal,other,37,7.9,,,1,no,568,0,0,no
179,no,adult,530243,38.8,60,18,cool,reduced,bright_pink,less_3_sec,depressed,hypermotile,none,,,,decreased,distend_large,59,6.3,clear,,1,no,2208,0,0,yes
180,no,young,530285,39.6,142,11,cool,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,severe,none,less_1_liter,,absent,distend_large,65,5.2,serosanguious,2.8,0,yes,2207,0,0,yes
181,no,adult,534522,37.2,40,20,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,none,,normal,normal,38,65,,,1,no,0,0,0,no
182,yes,adult,535130,37.5,45,34,cool,reduced,bright_pink,less_3_sec,mild_pain,,none,slight,,,,distend_large,45,67,,,1,yes,613,0,0,no
183,yes,adult,534736,38.8,48,22,normal,normal,normal_pink,less_3_sec,depressed,absent,slight,none,,,,,37,67,clear,1,1,yes,3111,0,0,no
184,no,adult,529506,38,44,,warm,normal,normal_pink,less_3_sec,mild_pain,absent,,none,,,increased,,41,6.2,,,1,no,0,0,0,no
185,yes,adult,534984,38,40,,warm,normal,normal_pink,less_3_sec,depressed,hypomotile,severe,none,none,2,decreased,other,37,76,,,0,yes,2242,0,0,no
186,no,adult,534321,37.9,40,40,cold,normal,,less_3_sec,alert,normal,,slight,none,,,distend_large,31.9,5.3,serosanguious,1,1,no,3205,0,0,no
187,no,adult,529790,37.6,44,,normal,,normal_pink,less_3_sec,mild_pain,hypomotile,none,,,,,,35,55,,,1,no,3111,0,0,no
188,no,adult,530029,36.5,108,28,cold,reduced,pale_pink,less_3_sec,,hypomotile,moderate,slight,less_1_liter,,absent,distend_large,43,5.5,,,1,no,2111,0,0,no
189,no,adult,530008,36.9,72,36,warm,,pale_pink,more_3_sec,extreme_pain,,none,slight,,,,,31.8,,cloudy,2,0,yes,2206,0,0,yes
190,no,adult,530024,37.1,68,40,cold,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,significant,less_1_liter,2,increased,distend_large,31,6.4,serosanguious,,0,yes,5595,0,0,yes
191,no,adult,529488,37.5,80,,,reduced,,,,normal,,,less_1_liter,,,,46,8.6,,,1,no,1969,0,0,no
192,no,adult,528423,37.6,48,20,,,,,,,,,,,,,,,,,0,yes,2113,0,0,no
193,yes,adult,535303,38.6,42,12,normal,normal,bright_pink,less_3_sec,alert,hypermotile,none,significant,none,,decreased,,34,67,clear,2,1,no,0,0,0,no
194,no,adult,5288813,39.3,38,40,,reduced,dark_cyanotic,less_3_sec,depressed,,severe,none,more_1_liter,7,,,31.4,,,,1,yes,2205,0,0,no
195,yes,adult,529507,36.7,48,32,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,,,,normal,,31.9,5,serosanguious,2,1,yes,0,0,0,no
196,yes,adult,535090,,100,,cool,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,,,,,,,,,,0,yes,3206,0,0,no
197,no,adult,529771,36.7,94,18,normal,,,less_3_sec,mild_pain,hypomotile,,slight,less_1_liter,7,,distend_small,46,8.8,,,1,yes,5672,0,0,no
198,no,adult,531519,,,20,cool,,pale_pink,more_3_sec,severe_pain,absent,slight,slight,none,,,distend_large,60,7.8,,,0,yes,21465,0,0,no
199,no,adult,532972,37,64,22,warm,normal,pale_pink,less_3_sec,alert,,none,slight,none,,increased,normal,40,7,,,1,no,0,0,0,no
200,yes,adult,533746,36.7,46,20,normal,normal,normal_pink,less_3_sec,alert,absent,slight,slight,more_1_liter,,,distend_small,43,67,,,1,no,2112,0,0,no
201,yes,adult,5298903,37.3,48,24,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,none,none,,normal,distend_large,34,5,clear,3,1,yes,2214,0,0,yes
202,no,adult,527289,,80,34,warm,,pale_pink,less_3_sec,depressed,,none,slight,none,,,normal,50,6.4,,,0,yes,7111,0,0,no
203,yes,adult,535164,36.8,40,18,,,,,,,,,,,,,31.6,60,,,1,yes,2118,0,0,no
204,yes,adult,530420,,80,30,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,none,less_1_liter,,absent,distend_large,50,7.3,cloudy,1,0,yes,4205,0,0,yes
205,no,adult,528920,39,98,30,cool,reduced,bright_red,more_3_sec,severe_pain,absent,severe,slight,less_1_liter,4,absent,distend_large,55,7,serosanguious,5,0,yes,3205,0,0,yes
206,yes,adult,528925,38.5,48,26,cold,,pale_pink,less_3_sec,depressed,hypomotile,severe,significant,none,,decreased,distend_large,31,8.5,,,0,yes,3206,0,0,no
207,yes,adult,534602,36.6,66,20,cold,reduced,pale_cyanotic,,extreme_pain,absent,,,less_1_liter,,absent,distend_large,55,66,serosanguious,1,0,yes,3206,0,0,no
208,yes,adult,527889,36.8,39,32,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,slight,more_1_liter,7,,distend_small,61,7.5,serosanguious,7,0,yes,3025,0,0,no
209,no,adult,533114,37,132,,cool,reduced,,,extreme_pain,absent,moderate,,less_1_liter,2,normal,,51,,,,0,yes,4153,0,0,no
210,yes,adult,530293,39,100,34,warm,reduced,bright_red,more_3_sec,depressed,hypomotile,severe,,more_1_liter,,,,69,8.7,,,0,yes,5426,0,0,no
211,no,adult,529693,36.8,52,12,cold,normal,pale_pink,,extreme_pain,hypomotile,slight,none,none,,increased,distend_large,32,5.3,clear,,0,yes,2205,0,0,yes
212,yes,adult,5277584,38,120,,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,none,,absent,distend_large,60,7.7,serosanguious,,0,yes,4205,0,0,yes
213,no,adult,528905,38,84,36,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,none,none,,decreased,distend_small,36,6,serosanguious,1,0,yes,3112,0,0,no
214,yes,adult,530350,36.6,58,26,cool,normal,bright_pink,less_3_sec,extreme_pain,absent,slight,,,,absent,distend_large,32,7.9,,,0,yes,27681,0,0,no
215,yes,adult,533894,37.5,62,,cold,,,,,normal,none,,,,normal,,66,64,clear,1,0,yes,3112,0,0,no
216,no,adult,530531,38.7,96,40,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,,absent,distend_small,47.5,6.5,,,1,yes,2111,0,0,no
217,no,adult,5299085,37.8,44,,,,,,,,,,none,,normal,,46,8,,,1,no,0,0,0,no
218,yes,adult,530539,38.1,50,34,normal,,bright_pink,less_3_sec,depressed,hypermotile,none,slight,more_1_liter,2,decreased,,39,7.2,,,1,yes,2205,0,0,no
219,yes,adult,535154,37.1,42,20,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,,increased,,33,7.6,,,1,yes,2112,0,0,no
220,yes,adult,533948,36.5,62,30,cool,,pale_cyanotic,more_3_sec,,absent,severe,none,more_1_liter,,absent,distend_large,58,7.1,serosanguious,2.4,0,yes,2300,0,0,yes
221,no,adult,534619,38.7,60,18,normal,normal,bright_pink,less_3_sec,depressed,normal,slight,,,,normal,normal,39,61,cloudy,1,1,no,0,0,0,no
222,yes,adult,527208,36.8,70,16,cold,absent,pale_pink,less_3_sec,depressed,,,,,,normal,,33,65,,,1,no,0,0,0,no
223,yes,adult,5280212,,38,36,,reduced,bright_pink,more_3_sec,depressed,,moderate,,more_1_liter,,absent,,,6.9,,,0,yes,7298,0,0,no
224,no,adult,527889,37.5,62,82,cold,,dark_cyanotic,less_3_sec,severe_pain,absent,slight,,more_1_liter,4.5,normal,distend_large,37,7.5,serosanguious,3.2,0,yes,2206,0,0,yes
225,yes,adult,527745,38.7,69,,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,more_1_liter,2.5,absent,distend_small,55,7.5,serosanguious,,0,yes,4205,0,0,no
226,yes,adult,534877,36.6,38,,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,,none,,decreased,,49,60,cloudy,2,1,no,4130,0,0,no
227,no,adult,529747,38.7,62,10,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,,decreased,distend_large,49,8.7,,,1,no,0,0,0,no
228,no,adult,529510,36.7,90,12,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,slight,none,,absent,distend_large,60,7,,,0,yes,3206,0,0,no
229,yes,adult,530620,37.5,52,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,,normal,distend_large,33,6.5,clear,3.8,1,yes,5910,0,0,yes
230,no,adult,534138,37.7,142,,cool,normal,normal_pink,less_3_sec,depressed,normal,severe,slight,none,,normal,distend_large,31,61,,2,0,yes,2297,0,0,no
231,no,young,527702,36.6,,,,reduced,bright_red,_RARE_,extreme_pain,hypomotile,moderate,,,,absent,distend_large,,,serosanguious,2,0,yes,4205,0,0,yes
232,yes,adult,528504,38.2,44,22,cool,normal,normal_pink,less_3_sec,,normal,,significant,none,,normal,,37,8.9,,1,1,no,2189,0,0,no
233,yes,adult,529379,38.5,62,,,normal,,less_3_sec,alert,hypomotile,,,,,decreased,other,46,80.1,,,1,yes,0,0,0,no
234,no,young,530128,38.3,84,20,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,,absent,distend_large,43,8.6,,,0,no,3206,0,0,no
235,yes,adult,534124,38.3,86,42,cool,,,,,hypermotile,,none,,,normal,,31.9,7.5,,,1,no,0,0,0,no
236,no,adult,529468,37.8,,40,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,slight,more_1_liter,7,absent,distend_large,43,6.5,serosanguious,,0,yes,7111,0,0,no
237,no,adult,5291080,38,39,12,cold,,normal_pink,less_3_sec,depressed,,,,,,,,37,7.4,,,0,yes,0,0,0,no
238,yes,adult,529765,38.7,68,14,cool,reduced,pale_pink,less_3_sec,depressed,absent,none,slight,,,,,42,6.7,,,1,yes,9151,0,0,yes
239,no,adult,5297255,37,42,26,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,none,,normal,other,47,6.5,,,1,yes,2206,0,0,yes
240,no,adult,528015,38.5,60,72,cold,reduced,bright_pink,less_3_sec,,hypomotile,none,,,,,normal,50,6.7,,,1,yes,0,0,0,no
241,yes,adult,527376,39.6,88,40,normal,reduced,normal_pink,less_3_sec,alert,hypomotile,none,,none,2,,,71.1,6.4,clear,,1,yes,2196,0,0,no
242,yes,adult,530377,37.1,52,42,normal,,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,,,32,5.6,cloudy,,1,yes,3114,0,0,no
243,no,adult,533723,38,141,46,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,absent,distend_small,48,7.3,,,1,yes,2112,0,0,no
244,no,adult,529273,36.9,52,66,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,less_1_liter,,normal,,36,6.5,cloudy,2.5,1,no,2195,0,0,yes
245,yes,adult,5278371,38.2,,,normal,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,none,,more_1_liter,,,,63,6.6,,,0,yes,3111,0,0,no
246,yes,adult,534216,38,52,22,cold,reduced,bright_red,more_3_sec,depressed,hypomotile,severe,,none,,,distend_large,37,56.4,,,0,yes,3206,0,0,no
247,no,adult,5293433,36.9,40,10,normal,normal,dark_cyanotic,less_3_sec,depressed,absent,,,,,normal,,49,5.3,,,1,yes,3206,0,0,no
248,no,adult,534595,37.1,42,14,cold,normal,normal_pink,less_3_sec,mild_pain,hypermotile,severe,none,,,normal,,36,66,,,1,no,0,0,0,no
249,no,adult,534494,38.4,90,26,normal,,bright_pink,less_3_sec,severe_pain,hypomotile,slight,none,more_1_liter,3.2,decreased,distend_small,39,61,serosanguious,2,1,yes,2283,0,0,no
250,no,adult,529471,37.5,62,66,cool,reduced,,more_3_sec,,absent,moderate,,less_1_liter,,decreased,distend_large,68,8,serosanguious,,0,yes,1783,0,0,no
251,yes,adult,528019,38,144,50,,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,,,none,,absent,distend_large,55,60,cloudy,3,1,no,5453,2187,0,no
252,yes,adult,5280192,38.5,38,10,cool,reduced,normal_pink,less_3_sec,mild_pain,absent,moderate,significant,none,,absent,other,52,7.8,,,1,no,7111,0,0,no
253,yes,adult,529825,,66,24,normal,normal,pale_cyanotic,less_3_sec,depressed,absent,severe,significant,none,2,absent,distend_small,50,6.5,,,0,yes,4205,0,0,no
254,yes,adult,534105,36.5,,,warm,normal,normal_pink,less_3_sec,alert,hypomotile,none,,,,,,36,76,,,1,yes,992,0,0,no
255,no,adult,534779,,48,18,cool,,normal_pink,less_3_sec,depressed,,none,,more_1_liter,,increased,other,38,80,,,1,no,0,0,0,no
256,no,adult,529386,,133,22,,,dark_cyanotic,more_3_sec,,,,,,,absent,distend_large,50,5.2,,,0,no,3257,0,0,no
257,no,adult,530398,37.8,56,16,,,,less_3_sec,alert,hypomotile,,slight,more_1_liter,,normal,normal,35,7.5,,,1,yes,742,0,0,no
258,yes,adult,528535,36.8,40,30,normal,reduced,pale_pink,less_3_sec,depressed,hypomotile,none,none,none,,,,45,7.7,,,0,no,0,0,0,no
259,yes,adult,5295284,37,100,,cool,reduced,pale_pink,,mild_pain,hypomotile,moderate,significant,none,,,other,31.6,,,,1,yes,4205,0,0,no
260,no,adult,533885,38.8,40,40,normal,normal,normal_pink,less_3_sec,extreme_pain,hypomotile,slight,slight,none,,,,38,4.8,,,1,yes,29530,0,0,no
261,no,adult,5289497,38.3,39,30,cool,normal,normal_pink,less_3_sec,depressed,hypermotile,none,slight,less_1_liter,,decreased,other,42,6.5,cloudy,,1,yes,3206,0,0,yes
262,no,adult,530264,38.5,60,40,normal,reduced,bright_pink,less_3_sec,alert,hypomotile,none,,,,,,38,6.5,clear,,1,no,0,0,0,yes
263,yes,adult,530144,37.7,48,30,normal,normal,bright_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,none,,absent,distend_small,31.9,5.9,cloudy,,0,yes,1751,0,0,no
264,no,adult,530250,39.5,56,20,cool,reduced,bright_red,less_3_sec,alert,absent,none,none,none,7,absent,distend_small,32,6.7,clear,,1,yes,2258,0,0,yes
265,yes,adult,531073,38,60,30,normal,reduced,pale_cyanotic,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,,decreased,distend_small,63,6.5,cloudy,,0,yes,2112,0,0,yes
266,yes,young,534604,,44,24,normal,,normal_pink,less_3_sec,severe_pain,hypermotile,moderate,slight,,,absent,distend_large,37,68,,,1,yes,7289,0,0,no
267,no,adult,534560,38.2,40,20,cool,normal,normal_pink,less_3_sec,alert,hypermotile,slight,significant,,,normal,,48,66,clear,,1,no,3111,0,0,no
268,yes,adult,5278470,38.2,134,52,cold,reduced,bright_red,,depressed,absent,severe,,,,absent,distend_large,50,5.1,serosanguious,2,0,yes,3206,0,0,yes
269,yes,adult,534025,38.5,76,12,warm,,bright_pink,less_3_sec,mild_pain,hypermotile,slight,significant,none,,absent,,31.3,6,clear,5,1,no,0,0,0,yes
270,yes,adult,533755,37.4,137,22,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,,,,decreased,distend_large,52,7.6,serosanguious,2,0,yes,3200,0,0,yes
271,yes,young,528571,39,,30,normal,normal,bright_red,less_3_sec,mild_pain,hypermotile,,none,none,6.5,absent,distend_small,52,,,,0,yes,3208,0,0,no
272,no,adult,535388,39.6,68,12,cold,,,more_3_sec,severe_pain,absent,moderate,none,less_1_liter,,absent,distend_large,45,56,serosanguious,1.1,1,no,2208,0,0,no
273,yes,adult,529605,38.7,137,11,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,none,slight,more_1_liter,,,distend_small,53,5,cloudy,2,1,yes,2112,0,0,no
274,no,adult,5294109,36.8,,30,cool,,normal_pink,less_3_sec,depressed,absent,slight,none,none,,absent,distend_small,39,6.7,,,1,yes,1238,0,0,no
275,yes,adult,530247,38.6,52,26,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,,more_1_liter,2,normal,,47,6.5,clear,,1,yes,3111,0,0,no
276,yes,adult,529472,36.6,90,24,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,,,,absent,distend_small,69.5,7.7,serosanguious,5,0,yes,2206,0,0,yes
277,no,adult,530229,,142,30,normal,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,severe,significant,none,,,,32,6,,,1,yes,3205,0,0,no
278,no,young,527560,36.6,60,40,normal,normal,,more_3_sec,extreme_pain,hypomotile,moderate,,,,decreased,distend_large,44,6,,,1,yes,3111,0,0,no
279,no,adult,528231,,62,24,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,,none,,normal,distend_small,45,7.7,,,1,no,3111,0,0,no
280,no,adult,528716,37,68,,warm,,pale_pink,less_3_sec,extreme_pain,absent,moderate,none,less_1_liter,,,distend_large,32,6.3,,,1,yes,943,0,0,no
281,yes,adult,530394,,144,10,cool,normal,bright_red,more_3_sec,mild_pain,hypomotile,slight,none,less_1_liter,,decreased,distend_large,34,7.7,clear,,1,no,554,0,0,no
282,no,adult,528164,38.8,60,30,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,none,6,absent,,31,5,cloudy,3.7,0,yes,2207,0,0,yes
283,yes,adult,530075,37.2,60,18,cool,normal,normal_pink,,mild_pain,hypomotile,slight,slight,none,,decreased,other,54,64,clear,,1,yes,2208,0,0,no
284,no,adult,529079,38.5,82,50,normal,normal,bright_pink,less_3_sec,alert,hypomotile,none,slight,none,,normal,other,44,7.3,,,1,no,0,0,0,no
285,no,adult,528226,38.4,40,16,cool,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,moderate,none,more_1_liter,5,absent,distend_large,65,7.5,serosanguious,,0,yes,4205,0,0,yes
286,yes,adult,5276953,,,,cold,reduced,dark_cyanotic,,extreme_pain,absent,moderate,none,more_1_liter,7,absent,distend_small,,,,,0,yes,2207,0,0,no
287,yes,adult,528863,38.1,39,12,cool,normal,bright_red,less_3_sec,alert,absent,,significant,more_1_liter,,decreased,other,52,8.9,,,1,yes,3111,0,0,yes
288,no,adult,528442,38,70,22,cool,_RARE_,normal_pink,less_3_sec,alert,absent,slight,significant,none,,,,32,6.5,,,1,no,3111,0,0,no
289,yes,adult,528317,38,42,24,cold,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,none,,,absent,normal,,6.7,,,1,no,863,0,0,no
290,no,adult,528642,38.6,80,10,,,pale_pink,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,2.5,,firm,51,6.1,,,1,yes,2281,0,0,no
291,yes,adult,529677,,48,16,cool,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,none,2,absent,distend_large,31.9,7,serosanguious,,1,yes,3205,0,0,no
292,yes,adult,528263,36.9,62,28,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,none,none,,,distend_large,67,7,cloudy,,1,yes,3205,0,0,no
293,no,adult,529120,38,140,28,,normal,,less_3_sec,depressed,absent,none,none,none,,,,49,6.3,cloudy,3,1,no,2208,0,0,yes
294,yes,adult,528955,,40,16,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,none,,,,decreased,normal,33,65,,,1,no,0,0,0,no
295,no,adult,528577,38.7,50,42,normal,normal,bright_red,more_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,7,,,44,6.7,cloudy,1,0,yes,3121,0,0,yes
296,no,adult,529669,37.6,60,12,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,none,,absent,distend_large,66,7.9,serosanguious,5,0,yes,3205,0,0,yes
297,no,adult,530346,,50,10,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,,,,50,7,,,1,no,2206,0,0,no
298,no,adult,535226,39.2,72,40,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,none,none,,,,57,6,,,1,no,3111,0,0,no
299,yes,adult,527184,38.5,40,40,cool,normal,dark_cyanotic,less_3_sec,,absent,,slight,,,absent,distend_small,50,6.5,,,1,yes,2219,0,0,no
300,yes,adult,5282208,37.5,38,24,,,,,depressed,absent,severe,,,,,,,,,,0,yes,3206,0,0,no
301,yes,adult,527640,37.3,48,14,cool,,bright_pink,less_3_sec,,,none,slight,none,,absent,,31.4,70,,,1,no,3206,0,0,no
302,yes,adult,527257,,38,,cold,,,less_3_sec,,,none,,,,,,31.9,,,,1,yes,4205,0,0,no
303,no,adult,530360,36.9,46,,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,7,,distend_small,,6.2,,,1,no,2237,0,0,no
304,no,adult,530232,37.8,46,36,cool,normal,bright_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,,decreased,,48,6.4,,,1,no,2281,0,0,yes
305,yes,young,530021,38.5,88,38,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,slight,none,,absent,distend_small,50,68,serosanguious,2,1,yes,4206,0,0,no
306,yes,adult,5292589,38,100,24,normal,_RARE_,bright_pink,more_3_sec,alert,hypomotile,moderate,slight,,,absent,distend_large,52,7,,,1,no,3111,0,0,no
307,yes,adult,534316,36.6,39,70,warm,normal,,more_3_sec,,,,,,,,,31.1,5.2,,,0,yes,3206,0,0,no
308,yes,young,533701,37.8,46,20,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2,,,47,8.3,serosanguious,1,1,yes,5532,0,0,yes
309,yes,adult,529431,37.4,52,36,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,significant,none,,decreased,other,32,7,cloudy,2,1,no,0,0,0,yes
310,no,adult,534884,38.1,141,62,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,none,,normal,,31.3,6.3,cloudy,6,1,yes,0,0,0,yes
311,yes,adult,534063,37,76,50,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,,normal,distend_large,47,7.7,serosanguious,7,0,yes,2154,0,0,no
312,no,adult,5261395,38.6,54,11,,,normal_pink,less_3_sec,alert,hypermotile,,none,none,2,,,37,62,,,1,no,0,0,0,no
313,yes,adult,530265,39.3,76,18,warm,_RARE_,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,,decreased,other,,7,serosanguious,4.6,1,no,0,0,0,yes
314,yes,adult,530031,38.5,42,34,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,none,none,,normal,,50,78,cloudy,2,1,yes,11004,0,0,yes
315,no,adult,534044,38.2,54,,normal,normal,normal_pink,less_3_sec,alert,hypermotile,slight,slight,none,,absent,other,40,8.7,,,1,yes,3111,0,0,no
316,yes,adult,5281519,38.2,52,36,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,,none,none,,decreased,distend_large,45,8.2,,,1,yes,4158,0,0,no
317,yes,adult,530005,37,60,36,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,moderate,slight,none,,absent,normal,46,8.5,,,0,yes,3278,0,0,no
318,no,adult,529490,36.7,52,10,,,,,,,,,,,increased,distend_large,31,5.2,,,1,no,0,0,0,no
319,no,adult,534520,38.5,40,20,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,,,,normal,normal,47,4.7,,,1,no,0,0,0,no
320,no,adult,529176,,38,30,cold,reduced,bright_pink,less_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,7,normal,distend_large,46,7.7,serosanguious,4.5,0,no,7111,0,0,yes
321,no,adult,535399,38.8,72,26,normal,reduced,normal_pink,less_3_sec,severe_pain,hypomotile,none,none,none,,decreased,distend_large,37,67,,,1,no,0,0,0,no
322,yes,adult,530641,,,30,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,significant,none,4,decreased,firm,58,4.8,serosanguious,6,0,yes,3096,0,0,yes
323,yes,young,528303,,60,28,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,,increased,distend_small,63.5,5.7,clear,,1,yes,7112,0,0,yes
324,yes,adult,530168,38.2,48,,cold,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,,absent,distend_large,31.8,5.3,,,1,yes,8309,0,0,no
325,yes,adult,535138,,80,28,,,,less_3_sec,,,,,,,,,,,,,0,no,0,0,0,yes
326,no,young,535290,38.7,90,30,normal,normal,bright_pink,more_3_sec,mild_pain,hypomotile,slight,,,,,,33,75,clear,,1,yes,2208,0,0,no
327,no,adult,527863,,39,12,normal,normal,normal_pink,less_3_sec,extreme_pain,hypomotile,,slight,less_1_liter,,absent,firm,40,6.6,cloudy,,1,yes,3206,0,0,yes
328,yes,young,527461,37.3,76,32,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,less_1_liter,3,absent,distend_small,49,6.7,serosanguious,1.7,1,yes,2208,0,0,yes
329,yes,adult,534486,38.2,52,30,normal,normal,normal_pink,less_3_sec,mild_pain,normal,none,none,none,,decreased,other,38,5.9,cloudy,5,1,yes,7242,0,0,yes
330,no,adult,534569,38.3,42,18,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,,absent,firm,42,61,,,1,no,3111,0,0,no
331,yes,adult,534871,37,40,,,,,less_3_sec,severe_pain,,,,none,,,,,,,,0,yes,2116,0,0,no
332,yes,adult,534512,38.3,40,30,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,,,decreased,other,49,5,serosanguious,1,1,no,0,0,0,no
